session_id,num_of_clicks,Total_revenue,year,month,day,country_of_user,unique_categories,unique_product_models,colour_of_product,location_of_product,model_photography,price_above_avg,ratio_of_above_avg_price,page_number,purchased,date,day_of_week,is_weekend,is_end_of_month,week_num,session_duration_min,bounced,avg_time_per_click,category_1_clicks,category_2_clicks,category_3_clicks,category_4_clicks,first_category,category_switches,last_category,num_revisits,cluster_label
7324,8,378,2008,5,3,9,2,6,2,4,1,1,0.375,1,0,2008-05-14,2,0,0,20,8.0,0,1.0,6,0,2,0,1,2,1,2.0,0
7325,6,294,2008,5,3,9,2,6,4,5,1,1,0.6666666666666666,2,0,2008-07-14,0,0,0,29,5.0,0,0.8333333333333334,1,5,0,0,2,1,1,0.0,0
7326,1,38,2008,5,3,29,1,1,1,1,1,2,0.0,1,0,2008-07-21,0,0,0,30,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7327,2,120,2008,5,3,29,1,2,2,2,1,1,0.5,1,0,2008-07-05,5,1,0,27,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
7328,13,553,2008,5,3,44,4,13,8,5,2,1,0.38461538461538464,3,1,2008-08-06,2,0,0,32,18.0,0,1.3846153846153846,6,2,2,3,4,9,2,0.0,0
7329,1,28,2008,5,3,29,1,1,1,1,1,2,0.0,1,0,2008-04-04,4,0,0,14,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
7330,3,119,2008,5,3,29,1,3,1,2,1,1,0.6666666666666666,2,0,2008-06-24,1,0,0,26,2.0,0,0.6666666666666666,0,0,3,0,3,0,3,0.0,0
7331,3,141,2008,5,4,29,1,3,3,2,2,1,0.3333333333333333,3,0,2008-04-18,4,0,0,16,3.0,0,1.0,3,0,0,0,1,0,1,0.0,0
7332,6,308,2008,5,4,29,2,6,6,4,2,1,0.8333333333333334,1,0,2008-07-06,6,1,0,27,7.0,0,1.1666666666666667,0,5,1,0,3,1,2,0.0,0
7333,10,440,2008,5,4,29,3,9,6,5,2,1,0.5,4,1,2008-05-16,4,0,0,20,9.0,0,0.9,0,5,4,1,4,6,2,1.0,0
7334,30,1312,2008,5,4,9,3,23,10,6,2,1,0.36666666666666664,3,0,2008-04-01,1,0,0,14,35.0,0,1.1666666666666667,22,5,3,0,2,12,3,5.0,1
7335,49,2231,2008,5,4,9,4,33,9,6,2,1,0.6122448979591837,4,1,2008-06-15,6,1,0,24,64.0,0,1.3061224489795917,5,18,12,14,4,35,4,14.0,1
7336,12,600,2008,5,4,9,3,10,7,5,2,1,0.6666666666666666,4,0,2008-04-17,3,0,0,16,12.0,0,1.0,4,3,5,0,1,10,2,1.0,0
7337,3,176,2008,5,4,44,1,2,2,2,1,1,1.0,1,0,2008-08-06,2,0,0,32,2.0,0,0.6666666666666666,0,3,0,0,2,0,2,1.0,0
7338,4,172,2008,5,4,32,2,4,4,3,2,1,1.0,2,1,2008-05-25,6,1,0,21,4.0,0,1.0,0,0,1,3,4,2,4,0.0,0
7339,11,418,2008,5,4,29,3,8,6,4,2,1,0.18181818181818182,3,1,2008-07-24,3,0,0,30,10.0,0,0.9090909090909091,8,0,2,1,3,5,1,2.0,0
7340,21,768,2008,5,4,29,3,20,8,6,2,1,0.5238095238095238,5,1,2008-04-02,2,0,0,14,24.0,0,1.1428571428571428,0,1,2,18,4,6,4,1.0,1
7341,4,210,2008,5,4,29,2,2,2,2,1,1,1.0,1,0,2008-06-21,5,1,0,25,4.0,0,1.0,0,2,2,0,2,1,3,2.0,0
7342,2,95,2008,5,4,9,1,2,2,2,1,1,0.5,2,0,2008-08-08,4,0,0,32,1.0,0,0.5,0,2,0,0,2,0,2,0.0,0
7343,7,338,2008,5,4,9,2,7,5,3,2,1,0.42857142857142855,1,0,2008-04-20,6,1,0,16,7.0,0,1.0,4,3,0,0,1,4,1,0.0,0
7344,25,1106,2008,5,4,41,4,21,11,6,2,1,0.56,4,1,2008-07-12,5,1,0,28,30.0,0,1.2,2,14,3,6,4,16,2,3.0,1
7345,1,43,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-06-11,2,0,0,24,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
7346,8,424,2008,5,4,9,1,8,4,4,2,1,0.375,3,0,2008-06-12,3,0,0,24,8.0,0,1.0,8,0,0,0,1,0,1,0.0,0
7347,3,109,2008,5,4,9,2,3,3,3,1,1,0.3333333333333333,2,0,2008-04-11,4,0,0,15,2.0,0,0.6666666666666666,0,1,2,0,3,1,2,0.0,0
7349,1,38,2008,5,4,29,1,1,1,1,1,2,0.0,1,0,2008-05-22,3,0,0,21,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7350,2,76,2008,5,4,29,1,1,1,1,1,2,0.0,1,0,2008-05-27,1,0,0,22,2.0,0,1.0,2,0,0,0,1,0,1,1.0,0
7351,3,124,2008,5,4,29,1,3,1,3,1,2,0.0,1,0,2008-05-06,1,0,0,19,3.0,0,1.0,3,0,0,0,1,0,1,0.0,0
7352,1,52,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-04-20,6,1,0,16,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7353,1,28,2008,5,4,29,1,1,1,1,1,2,0.0,1,0,2008-06-03,1,0,0,23,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7354,1,38,2008,5,4,29,1,1,1,1,1,1,1.0,1,1,2008-04-11,4,0,0,15,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
7355,21,1022,2008,5,4,29,1,10,3,5,1,1,0.2857142857142857,1,0,2008-06-03,1,0,0,23,26.0,0,1.2380952380952381,21,0,0,0,1,0,1,6.0,1
7356,2,66,2008,5,4,29,2,2,2,2,2,2,0.0,1,1,2008-04-05,5,1,0,14,1.0,0,0.5,0,1,0,1,2,1,4,0.0,0
7357,10,404,2008,5,4,29,4,10,5,6,2,1,0.5,3,1,2008-07-10,3,0,0,28,10.0,0,1.0,3,1,1,5,4,7,4,0.0,0
7358,3,119,2008,5,4,29,1,3,3,3,2,1,1.0,2,1,2008-04-18,4,0,0,16,2.0,0,0.6666666666666666,0,0,0,3,4,0,4,0.0,0
7359,5,204,2008,5,4,29,3,5,3,3,1,1,0.2,1,1,2008-08-12,1,0,0,33,4.0,0,0.8,0,3,1,1,2,4,2,0.0,0
7360,1,57,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-05-14,2,0,0,20,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7361,7,276,2008,5,4,29,1,6,4,4,2,2,0.0,2,0,2008-04-08,1,0,0,15,6.0,0,0.8571428571428571,0,7,0,0,2,0,2,1.0,0
7362,3,133,2008,5,4,29,2,3,3,3,1,1,0.6666666666666666,1,0,2008-06-21,5,1,0,25,3.0,0,1.0,0,1,2,0,2,1,3,0.0,0
7363,4,190,2008,5,4,29,3,4,4,3,2,1,0.75,2,1,2008-06-26,3,0,0,26,4.0,0,1.0,1,2,0,1,2,2,4,0.0,0
7364,1,48,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-05-28,2,0,0,22,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
7365,6,246,2008,5,4,29,4,5,4,3,2,1,0.5,3,1,2008-06-29,6,1,0,26,5.0,0,0.8333333333333334,1,1,2,2,2,5,3,1.0,0
7366,12,570,2008,5,4,29,3,12,9,5,2,1,0.5,3,0,2008-05-28,2,0,0,22,12.0,0,1.0,3,7,2,0,1,6,2,0.0,0
7367,1,62,2008,5,4,34,1,1,1,1,1,1,1.0,1,0,2008-04-10,3,0,0,15,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7368,6,276,2008,5,4,29,3,5,3,4,2,1,0.8333333333333334,3,1,2008-05-14,2,0,0,20,6.0,0,1.0,2,0,1,3,1,4,4,1.0,0
7369,3,109,2008,5,4,29,2,3,1,2,1,1,0.3333333333333333,1,1,2008-08-03,6,1,0,31,2.0,0,0.6666666666666666,1,0,0,2,4,1,1,0.0,0
7370,3,79,2008,5,4,29,1,2,2,1,1,2,0.0,2,1,2008-07-24,3,0,0,30,2.0,0,0.6666666666666666,0,0,0,3,4,0,4,1.0,0
7371,9,411,2008,5,4,29,3,9,9,3,2,1,0.5555555555555556,3,0,2008-06-12,3,0,0,24,8.0,0,0.8888888888888888,1,6,2,0,3,4,2,0.0,0
7372,27,1071,2008,5,4,29,4,27,10,6,2,1,0.4444444444444444,3,1,2008-07-20,6,1,0,29,30.0,0,1.1111111111111112,7,3,11,6,3,19,4,0.0,1
7373,51,2412,2008,5,4,29,4,29,10,6,2,1,0.47058823529411764,4,1,2008-05-23,4,0,0,21,65.0,0,1.2745098039215685,28,7,5,11,2,34,2,12.0,1
7374,2,86,2008,5,4,29,1,2,2,2,2,1,0.5,2,0,2008-08-02,5,1,0,31,1.0,0,0.5,0,0,2,0,3,0,3,0.0,0
7375,12,580,2008,5,4,29,1,10,5,5,1,1,0.3333333333333333,2,0,2008-07-07,0,0,0,28,14.0,0,1.1666666666666667,12,0,0,0,1,0,1,2.0,0
7376,4,161,2008,5,4,29,2,3,3,3,2,1,0.25,1,0,2008-05-16,4,0,0,20,3.0,0,0.75,2,2,0,0,1,3,2,1.0,0
7377,1,72,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-08-02,5,1,0,31,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7378,43,1863,2008,5,4,29,4,39,10,6,2,1,0.5581395348837209,4,1,2008-04-23,2,0,0,17,57.0,0,1.3255813953488371,10,5,12,16,2,29,4,4.0,1
7379,2,56,2008,5,4,29,2,2,2,2,1,2,0.0,2,1,2008-07-23,2,0,0,30,1.0,0,0.5,1,0,0,1,1,1,4,0.0,0
7380,2,95,2008,5,4,29,1,2,2,2,1,1,0.5,1,0,2008-07-09,2,0,0,28,1.0,0,0.5,0,2,0,0,2,0,2,0.0,0
7381,6,276,2008,5,4,29,3,6,5,5,2,1,0.3333333333333333,3,0,2008-05-11,6,1,0,19,5.0,0,0.8333333333333334,3,2,1,0,3,5,1,0.0,0
7382,1,62,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-05-20,1,0,0,21,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7383,13,591,2008,5,4,29,4,13,6,5,2,1,0.46153846153846156,5,1,2008-05-28,2,0,0,22,18.0,0,1.3846153846153846,4,3,1,5,1,8,2,0.0,0
7384,2,109,2008,5,4,29,1,2,2,2,2,1,1.0,1,0,2008-07-07,0,0,0,28,1.0,0,0.5,0,2,0,0,2,0,2,0.0,0
7385,2,124,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-07-13,6,1,0,28,1.0,0,0.5,0,2,0,0,2,0,2,1.0,0
7386,8,324,2008,5,4,29,4,8,5,5,2,1,0.25,2,1,2008-04-28,0,0,0,18,9.0,0,1.125,4,1,1,2,2,6,1,0.0,0
7387,5,219,2008,5,4,29,4,5,5,2,2,1,0.6,1,1,2008-06-18,2,0,0,25,4.0,0,0.8,1,2,1,1,2,4,2,0.0,0
7388,1,62,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-05-08,3,0,0,19,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7389,2,117,2008,5,4,29,2,2,1,2,2,1,1.0,1,0,2008-06-25,2,0,0,26,1.0,0,0.5,1,1,0,0,1,1,2,0.0,0
7390,1,38,2008,5,4,29,1,1,1,1,1,1,1.0,1,1,2008-06-29,6,1,0,26,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
7391,1,43,2008,5,4,29,1,1,1,1,1,2,0.0,1,0,2008-07-15,1,0,0,29,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7392,3,143,2008,5,4,29,3,3,3,2,1,1,0.6666666666666666,2,1,2008-05-21,2,0,0,21,2.0,0,0.6666666666666666,1,0,1,1,4,2,1,0.0,0
7393,9,356,2008,5,4,29,3,9,6,5,2,1,0.4444444444444444,3,1,2008-06-16,0,0,0,25,12.0,0,1.3333333333333333,0,2,3,4,3,4,3,0.0,0
7394,3,119,2008,5,4,44,2,3,3,3,1,1,0.6666666666666666,1,0,2008-04-01,1,0,0,14,4.0,0,1.3333333333333333,1,0,2,0,3,2,3,0.0,0
7395,39,1468,2008,5,4,9,3,29,11,6,2,1,0.3076923076923077,4,0,2008-04-10,3,0,0,15,43.0,0,1.1025641025641026,8,3,28,0,3,17,3,7.0,1
7396,1,33,2008,5,4,29,1,1,1,1,1,2,0.0,1,0,2008-04-17,3,0,0,16,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7397,8,289,2008,5,4,29,1,7,5,5,2,1,0.375,2,0,2008-07-08,1,0,0,28,9.0,0,1.125,0,0,8,0,3,0,3,1.0,0
7399,13,489,2008,5,4,29,2,8,5,4,2,1,0.3076923076923077,2,1,2008-05-09,4,0,0,19,13.0,0,1.0,6,0,0,7,4,8,4,5.0,1
7400,5,237,2008,5,4,29,1,5,4,5,2,1,0.6,2,0,2008-08-06,2,0,0,32,5.0,0,1.0,0,5,0,0,2,0,2,0.0,0
7401,1,72,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-04-01,1,0,0,14,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7402,2,76,2008,5,4,29,2,2,2,2,2,2,0.0,2,0,2008-05-07,2,0,0,19,2.0,0,1.0,1,1,0,0,2,1,1,0.0,0
7403,1,43,2008,5,4,29,1,1,1,1,1,1,1.0,1,1,2008-04-26,5,1,0,17,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
7404,2,109,2008,5,4,29,1,2,2,2,1,1,1.0,1,0,2008-04-15,1,0,0,16,1.0,0,0.5,0,2,0,0,2,0,2,0.0,0
7407,1,60,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-04-02,2,0,0,14,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7408,1,57,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-04-23,2,0,0,17,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7409,2,95,2008,5,4,29,2,2,2,2,1,1,1.0,2,1,2008-08-10,6,1,0,32,1.0,0,0.5,0,1,0,1,4,1,2,0.0,0
7410,1,48,2008,5,4,29,1,1,1,1,1,2,0.0,1,0,2008-04-22,1,0,0,17,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7411,1,38,2008,5,4,29,1,1,1,1,1,2,0.0,1,0,2008-06-11,2,0,0,24,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7412,3,114,2008,5,4,29,2,3,3,3,2,1,0.6666666666666666,1,1,2008-07-14,0,0,0,29,2.0,0,0.6666666666666666,0,0,1,2,4,1,3,0.0,0
7413,2,66,2008,5,4,29,2,2,2,2,2,2,0.0,1,1,2008-06-01,6,1,0,22,1.0,0,0.5,1,0,0,1,4,1,1,0.0,0
7414,5,223,2008,5,4,29,1,5,4,3,2,1,0.4,2,0,2008-05-17,5,1,0,20,6.0,0,1.2,0,5,0,0,2,0,2,0.0,0
7415,6,243,2008,5,4,29,2,4,4,3,1,1,0.6666666666666666,1,1,2008-06-08,6,1,0,23,6.0,0,1.0,0,0,4,2,3,2,3,2.0,0
7416,3,123,2008,5,4,29,1,3,3,2,2,1,0.3333333333333333,1,0,2008-07-21,0,0,0,30,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,0.0,0
7417,4,157,2008,5,4,29,2,4,3,3,1,2,0.0,2,0,2008-08-04,0,0,0,32,3.0,0,0.75,3,1,0,0,2,1,1,0.0,0
7418,5,223,2008,5,4,29,2,5,4,4,1,1,0.4,2,1,2008-04-10,3,0,0,15,5.0,0,1.0,0,4,0,1,2,2,2,0.0,0
7419,2,114,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-05-16,4,0,0,20,1.0,0,0.5,0,2,0,0,2,0,2,1.0,0
7420,8,419,2008,5,4,44,1,6,5,4,2,1,0.625,2,0,2008-06-28,5,1,0,26,9.0,0,1.125,8,0,0,0,1,0,1,2.0,0
7421,4,142,2008,5,4,29,1,4,4,3,2,1,0.75,2,1,2008-05-06,1,0,0,19,5.0,0,1.25,0,0,0,4,4,0,4,0.0,0
7422,4,161,2008,5,4,29,3,4,3,3,1,1,0.25,2,1,2008-04-12,5,1,0,15,5.0,0,1.25,0,2,1,1,2,3,3,0.0,0
7423,1,52,2008,5,4,29,1,1,1,1,1,1,1.0,1,0,2008-07-10,3,0,0,28,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7424,1,38,2008,5,4,29,1,1,1,1,1,2,0.0,1,0,2008-08-07,3,0,0,32,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7425,3,143,2008,5,4,29,2,3,3,1,2,1,0.6666666666666666,2,0,2008-04-14,0,0,0,16,2.0,0,0.6666666666666666,0,2,1,0,3,1,2,0.0,0
7426,1,38,2008,5,4,29,1,1,1,1,1,1,1.0,1,1,2008-07-16,2,0,0,29,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
7427,5,211,2008,5,4,46,3,5,4,3,2,1,0.2,3,0,2008-04-02,2,0,0,14,4.0,0,0.8,2,2,1,0,2,3,2,0.0,0
7428,2,86,2008,5,4,16,1,1,1,1,1,1,1.0,1,0,2008-06-18,2,0,0,25,1.0,0,0.5,0,0,2,0,3,0,3,1.0,0
7429,3,123,2008,5,4,29,2,3,3,3,2,1,0.3333333333333333,2,1,2008-06-21,5,1,0,25,2.0,0,0.6666666666666666,2,0,0,1,1,1,4,0.0,0
7430,3,109,2008,5,4,29,1,3,2,3,2,1,0.6666666666666666,2,1,2008-07-24,3,0,0,30,4.0,0,1.3333333333333333,0,0,0,3,4,0,4,0.0,0
7431,4,205,2008,5,4,29,2,3,3,2,1,1,0.75,2,0,2008-07-01,1,0,0,27,3.0,0,0.75,3,0,1,0,1,2,1,1.0,0
7432,4,142,2008,5,4,9,2,4,4,3,2,1,0.25,3,0,2008-07-29,1,0,0,31,3.0,0,0.75,1,0,3,0,1,1,3,0.0,0
7433,1,28,2008,5,4,29,1,1,1,1,1,2,0.0,1,0,2008-04-14,0,0,0,16,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7434,8,312,2008,5,4,29,2,7,2,3,2,1,0.375,3,0,2008-04-20,6,1,0,16,7.0,0,0.875,0,3,5,0,3,3,2,1.0,0
7435,1,57,2008,5,4,46,1,1,1,1,1,1,1.0,1,0,2008-06-05,3,0,0,23,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7436,1,43,2008,5,4,46,1,1,1,1,1,2,0.0,1,0,2008-04-23,2,0,0,17,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7437,1,52,2008,5,4,46,1,1,1,1,1,1,1.0,1,0,2008-06-22,6,1,0,25,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7438,1,38,2008,5,4,46,1,1,1,1,1,2,0.0,1,0,2008-05-13,1,0,0,20,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7439,1,57,2008,5,4,46,1,1,1,1,1,1,1.0,1,0,2008-06-17,1,0,0,25,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7440,2,105,2008,5,4,29,1,2,2,2,2,1,0.5,1,0,2008-06-25,2,0,0,26,1.0,0,0.5,0,2,0,0,2,0,2,0.0,0
7441,5,200,2008,5,4,29,2,5,4,4,2,1,0.8,1,1,2008-05-11,6,1,0,19,4.0,0,0.8,0,0,2,3,3,2,3,0.0,0
7442,6,269,2008,5,4,9,3,6,5,4,2,1,0.5,4,0,2008-06-15,6,1,0,24,5.0,0,0.8333333333333334,1,3,2,0,3,4,1,0.0,0
7444,3,109,2008,5,4,29,2,3,3,3,1,1,0.3333333333333333,1,0,2008-08-11,0,0,0,33,2.0,0,0.6666666666666666,1,0,2,0,3,2,3,0.0,0
7445,12,543,2008,5,4,29,3,12,8,6,2,1,0.8333333333333334,5,1,2008-05-05,0,0,0,19,17.0,0,1.4166666666666667,1,2,0,9,4,5,4,0.0,0
7446,8,289,2008,5,4,29,2,7,4,4,2,1,0.125,1,0,2008-05-16,4,0,0,20,7.0,0,0.875,3,0,5,0,1,5,3,1.0,0
7447,35,1564,2008,5,4,29,4,32,11,6,2,1,0.6571428571428571,4,1,2008-04-01,1,0,0,14,40.0,0,1.1428571428571428,1,14,4,16,4,23,2,3.0,1
7449,4,157,2008,5,5,29,2,4,4,2,2,2,0.0,3,0,2008-04-21,0,0,0,17,4.0,0,1.0,3,1,0,0,2,1,1,0.0,0
7450,1,57,2008,5,5,29,1,1,1,1,1,1,1.0,1,0,2008-04-23,2,0,0,17,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7451,14,684,2008,5,5,9,2,11,6,6,2,1,0.5,4,0,2008-04-07,0,0,0,15,15.0,0,1.0714285714285714,10,0,4,0,1,7,3,3.0,1
7452,2,98,2008,5,5,9,1,2,1,2,1,1,0.5,1,0,2008-05-21,2,0,0,21,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
7453,5,194,2008,5,5,9,1,5,3,4,2,1,0.2,3,0,2008-05-13,1,0,0,20,5.0,0,1.0,5,0,0,0,1,0,1,0.0,0
7454,6,345,2008,5,5,9,1,4,2,2,1,1,0.5,1,0,2008-08-11,0,0,0,33,7.0,0,1.1666666666666667,6,0,0,0,1,0,1,2.0,0
7455,8,353,2008,5,5,9,2,7,2,5,2,1,0.25,2,0,2008-04-09,2,0,0,15,7.0,0,0.875,7,0,1,0,1,2,1,1.0,0
7456,5,204,2008,5,5,29,2,4,4,2,1,1,0.6,1,1,2008-06-05,3,0,0,23,5.0,0,1.0,0,1,0,4,4,1,2,1.0,0
7457,2,124,2008,5,5,9,1,2,2,2,1,1,1.0,1,0,2008-04-02,2,0,0,14,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
7458,3,152,2008,5,5,9,1,3,3,3,2,1,0.6666666666666666,2,0,2008-06-09,0,0,0,24,3.0,0,1.0,0,3,0,0,2,0,2,0.0,0
7459,13,704,2008,5,5,9,2,11,3,5,2,1,0.6153846153846154,1,0,2008-04-19,5,1,0,16,13.0,0,1.0,10,3,0,0,2,5,1,2.0,1
7460,1,57,2008,5,5,29,1,1,1,1,1,1,1.0,1,0,2008-04-03,3,0,0,14,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7461,2,95,2008,5,5,29,1,2,2,2,1,1,0.5,1,0,2008-04-16,2,0,0,16,1.0,0,0.5,0,2,0,0,2,0,2,0.0,0
7462,3,138,2008,5,5,9,1,3,2,1,1,1,0.3333333333333333,2,0,2008-07-29,1,0,0,31,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,0.0,0
7463,2,71,2008,5,5,29,1,2,2,2,1,1,0.5,2,1,2008-06-03,1,0,0,23,1.0,0,0.5,0,0,0,2,4,0,4,0.0,0
7464,8,287,2008,5,5,29,3,7,3,6,2,1,0.25,3,1,2008-05-17,5,1,0,20,9.0,0,1.125,3,0,3,2,3,6,1,1.0,0
7465,3,157,2008,5,5,29,1,3,2,2,1,1,0.6666666666666666,1,0,2008-04-02,2,0,0,14,2.0,0,0.6666666666666666,0,3,0,0,2,0,2,0.0,0
7466,8,395,2008,5,5,9,3,8,6,4,1,1,0.75,2,0,2008-08-02,5,1,0,31,8.0,0,1.0,3,4,1,0,2,5,1,0.0,0
7467,16,810,2008,5,5,9,3,11,7,6,2,1,0.75,3,0,2008-07-26,5,1,0,30,18.0,0,1.125,8,1,7,0,1,8,3,3.0,1
7468,1,43,2008,5,5,29,1,1,1,1,1,1,1.0,1,1,2008-08-04,0,0,0,32,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
7469,1,43,2008,5,5,29,1,1,1,1,1,1,1.0,1,1,2008-05-10,5,1,0,19,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
7470,7,342,2008,5,5,9,3,7,5,4,2,1,0.5714285714285714,4,0,2008-08-05,1,0,0,32,6.0,0,0.8571428571428571,2,3,2,0,1,5,2,0.0,0
7471,13,438,2008,5,5,29,3,10,6,5,2,1,0.3076923076923077,4,1,2008-07-11,4,0,0,28,12.0,0,0.9230769230769231,0,1,2,10,4,6,4,2.0,0
7472,2,71,2008,5,5,9,1,2,2,2,1,2,0.0,1,0,2008-05-14,2,0,0,20,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
7473,4,195,2008,5,5,9,2,4,4,3,1,1,0.75,2,0,2008-06-01,6,1,0,22,3.0,0,0.75,2,2,0,0,1,3,2,0.0,0
7474,3,138,2008,5,5,29,2,3,3,3,2,1,1.0,2,1,2008-04-08,1,0,0,15,2.0,0,0.6666666666666666,0,0,2,1,4,1,3,0.0,0
7475,17,727,2008,5,5,3,2,17,8,6,2,1,0.47058823529411764,4,1,2008-08-08,4,0,0,32,19.0,0,1.1176470588235294,0,8,0,9,2,8,2,0.0,1
7476,2,90,2008,5,5,9,1,2,2,2,2,1,0.5,2,0,2008-07-08,1,0,0,28,1.0,0,0.5,0,0,2,0,3,0,3,0.0,0
7477,20,846,2008,5,5,9,2,19,8,6,2,1,0.45,3,0,2008-08-04,0,0,0,32,22.0,0,1.1,10,0,10,0,1,13,3,1.0,1
7478,2,105,2008,5,5,29,1,2,1,1,1,1,0.5,1,0,2008-07-17,3,0,0,29,2.0,0,1.0,0,2,0,0,2,0,2,0.0,0
7479,1,57,2008,5,5,41,1,1,1,1,1,1,1.0,1,0,2008-07-26,5,1,0,30,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7480,2,66,2008,5,5,29,1,1,1,1,1,2,0.0,1,1,2008-07-14,0,0,0,29,2.0,0,1.0,0,0,0,2,4,0,4,1.0,0
7481,22,893,2008,5,5,29,3,21,11,6,2,1,0.5,5,1,2008-06-13,4,0,0,24,26.0,0,1.1818181818181819,0,8,3,11,4,17,2,1.0,1
7482,10,380,2008,5,5,29,3,10,8,6,2,1,0.4,4,1,2008-05-05,0,0,0,19,12.0,0,1.2,3,0,4,3,3,9,1,0.0,0
7483,3,143,2008,5,5,29,2,3,3,2,2,1,0.6666666666666666,2,1,2008-06-25,2,0,0,26,3.0,0,1.0,0,2,0,1,2,1,4,0.0,0
7485,17,723,2008,5,5,29,4,15,6,6,2,1,0.47058823529411764,2,1,2008-08-12,1,0,0,33,21.0,0,1.2352941176470589,5,2,6,4,4,14,1,1.0,1
7486,1,57,2008,5,5,41,1,1,1,1,1,1,1.0,1,0,2008-06-10,1,0,0,24,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
7487,1,38,2008,5,5,29,1,1,1,1,1,2,0.0,1,0,2008-08-05,1,0,0,32,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
7488,4,162,2008,5,5,29,2,2,2,2,2,1,0.5,1,0,2008-05-25,6,1,0,21,3.0,0,0.75,2,0,2,0,3,3,1,2.0,0
7489,2,96,2008,5,5,29,1,1,1,1,1,1,1.0,1,0,2008-06-28,5,1,0,26,1.0,0,0.5,0,0,2,0,3,0,3,1.0,0
7490,6,319,2008,5,5,29,2,6,4,4,2,1,0.6666666666666666,1,0,2008-05-25,6,1,0,21,5.0,0,0.8333333333333334,2,4,0,0,2,2,2,0.0,0
7491,2,66,2008,5,5,29,2,2,2,2,2,1,0.5,2,1,2008-05-06,1,0,0,19,1.0,0,0.5,1,0,0,1,1,1,4,0.0,0
7492,2,76,2008,5,5,24,1,2,2,1,2,1,1.0,1,1,2008-07-13,6,1,0,28,1.0,0,0.5,0,0,0,2,4,0,4,0.0,0
7493,3,89,2008,5,5,29,1,3,2,3,2,1,0.3333333333333333,3,1,2008-07-12,5,1,0,28,2.0,0,0.6666666666666666,0,0,0,3,4,0,4,0.0,0
7494,2,105,2008,5,5,29,1,2,2,2,2,1,0.5,1,0,2008-08-08,4,0,0,32,1.0,0,0.5,0,2,0,0,2,0,2,0.0,0
