month,day,country_of_user,model_photography,page_number,unique_product_models,category_1_clicks,category_2_clicks,category_3_clicks,num_revisits
4,22,9,2,3,5,2,0,3,0.0
4,22,29,2,2,2,0,0,2,0.0
4,22,29,2,3,8,0,0,0,0.0
4,22,29,1,1,3,2,1,0,0.0
4,22,29,2,1,20,0,8,13,1.0
4,22,29,2,2,8,2,0,5,1.0
4,22,29,1,1,1,0,0,0,0.0
4,22,29,2,4,21,3,0,18,0.0
4,22,29,2,5,16,1,7,1,0.0
4,22,29,2,4,7,0,0,0,0.0
4,22,29,1,2,3,1,0,0,0.0
4,22,29,1,1,2,0,0,2,0.0
4,22,29,2,3,6,0,0,0,1.0
4,22,29,1,2,7,0,7,0,0.0
4,22,29,1,1,1,0,1,0,0.0
4,22,29,1,1,3,0,0,1,0.0
4,22,29,2,1,4,0,0,4,0.0
4,22,29,1,1,5,2,3,0,0.0
4,22,29,2,2,6,0,6,0,0.0
4,22,29,1,2,2,0,2,0,0.0
4,22,29,1,1,1,0,0,0,0.0
4,22,29,2,3,11,0,1,5,0.0
4,22,29,2,3,9,0,3,5,0.0
4,22,29,1,1,1,1,0,0,0.0
4,22,29,2,2,12,0,13,0,1.0
4,22,29,1,1,1,0,0,1,0.0
4,22,46,1,1,1,0,0,1,0.0
4,22,46,2,4,20,4,7,0,4.0
4,22,29,2,1,8,3,1,3,0.0
4,22,29,1,1,1,0,0,0,0.0
4,22,29,1,2,2,0,1,0,0.0
4,22,29,1,1,3,1,2,0,0.0
4,22,29,2,3,8,3,4,2,1.0
4,22,29,1,1,1,0,1,0,0.0
4,22,29,2,2,3,0,0,0,0.0
4,22,29,1,1,1,0,1,0,0.0
4,22,29,2,3,13,6,0,5,0.0
4,22,29,2,1,2,0,0,0,0.0
4,22,29,1,1,1,0,2,0,1.0
4,22,29,2,2,4,1,0,3,0.0
4,22,29,2,2,6,0,4,2,0.0
4,22,46,2,3,9,2,3,4,0.0
4,22,29,1,1,1,0,0,0,0.0
4,22,29,1,1,1,0,0,0,0.0
4,22,29,1,1,3,0,0,0,0.0
4,22,29,2,4,13,0,0,11,0.0
4,22,29,1,1,3,2,0,0,0.0
4,22,29,2,3,9,1,2,4,0.0
4,22,29,1,1,2,0,2,0,0.0
4,22,29,2,4,20,5,5,6,0.0
4,22,29,1,1,2,1,1,0,0.0
4,22,29,1,1,1,0,1,0,0.0
4,22,29,1,1,2,1,1,0,0.0
4,22,29,2,2,3,0,0,3,0.0
4,22,29,1,1,1,0,0,0,0.0
4,22,29,2,1,3,0,0,3,0.0
4,22,46,2,4,9,5,1,5,4.0
4,22,29,1,1,1,0,0,1,0.0
4,22,34,1,1,1,1,0,0,0.0
4,22,29,2,4,12,5,2,0,1.0
4,22,29,2,2,2,1,0,0,0.0
4,22,29,1,2,7,3,2,2,0.0
4,22,29,1,1,3,3,0,0,0.0
4,22,29,1,4,5,0,0,0,0.0
4,22,29,2,2,9,3,6,0,2.0
4,22,29,2,4,21,15,4,7,4.0
4,22,29,1,1,3,2,0,0,0.0
4,22,46,1,1,1,0,1,0,0.0
4,22,46,1,1,1,0,0,1,0.0
4,22,46,1,1,1,1,0,0,0.0
4,22,46,1,1,1,1,0,0,0.0
4,22,46,1,1,1,1,0,0,0.0
4,22,9,1,1,2,1,0,1,0.0
4,22,29,1,1,2,0,0,2,0.0
4,22,29,1,1,1,0,1,0,0.0
4,22,29,1,1,1,1,0,0,0.0
4,22,29,1,1,1,0,1,0,0.0
4,22,29,1,1,1,0,0,0,0.0
4,22,29,1,1,1,1,0,0,0.0
4,22,29,2,2,6,1,2,3,0.0
4,22,29,1,1,1,0,1,0,0.0
4,22,29,1,1,1,0,0,0,0.0
4,22,29,1,1,1,4,0,0,1.0
4,22,29,1,1,2,0,2,0,0.0
4,22,44,2,3,18,7,8,5,3.0
4,22,44,1,1,3,0,4,0,1.0
4,22,29,1,1,7,8,0,0,1.0
4,22,29,1,1,1,0,2,0,1.0
4,22,9,1,1,3,0,3,0,0.0
4,22,9,1,2,5,1,4,0,0.0
4,22,29,1,1,2,2,0,0,0.0
4,22,29,2,3,5,0,0,0,0.0
4,22,29,2,1,3,0,3,0,0.0
4,22,29,1,3,3,0,0,3,0.0
4,22,29,1,1,1,0,1,0,0.0
4,22,29,2,1,2,2,0,0,0.0
4,22,9,1,1,1,0,0,1,0.0
4,22,29,2,2,11,6,0,0,0.0
4,22,29,2,4,10,0,1,2,0.0
4,22,29,2,2,7,3,5,0,2.0
4,22,29,1,1,1,0,1,0,0.0
4,22,29,1,1,3,0,0,2,0.0
4,23,29,2,2,5,4,1,0,1.0
4,23,29,2,5,21,1,3,20,2.0
4,23,9,1,2,2,1,0,1,0.0
4,23,29,2,1,2,1,0,1,0.0
4,23,9,1,1,2,3,0,0,1.0
4,23,9,2,2,3,3,0,0,0.0
4,23,9,2,2,2,0,1,1,0.0
4,23,29,2,1,2,0,4,0,1.0
4,23,9,1,1,4,3,2,0,1.0
4,23,9,1,1,1,1,0,0,0.0
4,23,9,2,2,5,0,5,0,0.0
4,23,41,2,2,5,5,0,2,1.0
4,23,9,2,2,12,13,1,1,2.0
4,23,9,1,1,1,1,0,0,0.0
4,23,29,1,1,1,0,0,1,0.0
4,23,9,2,2,7,0,1,6,0.0
4,23,29,2,2,7,4,0,4,1.0
4,23,34,1,2,3,5,0,0,1.0
4,23,29,2,2,2,0,0,0,0.0
4,23,29,2,4,15,4,1,4,1.0
4,23,9,2,2,7,1,1,5,0.0
4,23,9,1,1,1,0,0,1,0.0
4,23,9,1,1,3,4,0,0,1.0
4,23,9,1,1,2,0,0,2,0.0
4,23,9,1,1,1,1,0,0,0.0
4,23,29,2,3,8,3,0,0,0.0
4,23,29,1,1,1,0,1,0,0.0
4,23,29,2,2,8,6,1,1,0.0
4,23,9,1,2,2,0,1,1,0.0
4,23,9,2,3,8,7,0,1,0.0
4,23,29,1,1,1,1,0,0,0.0
4,23,29,2,1,7,2,2,4,1.0
4,23,29,1,1,2,0,1,0,0.0
4,23,29,1,1,20,17,4,0,1.0
4,23,29,2,3,6,3,0,1,0.0
4,23,29,1,1,1,1,0,0,0.0
4,23,9,2,2,4,2,0,2,0.0
4,23,29,2,2,4,0,0,0,0.0
4,23,29,1,1,1,0,0,0,0.0
4,23,29,1,1,1,1,0,0,0.0
4,23,21,2,1,2,0,2,1,1.0
4,23,29,2,2,4,1,3,0,0.0
4,23,29,1,2,2,2,0,0,0.0
4,23,29,1,2,3,2,1,0,0.0
4,23,9,2,1,2,0,1,1,0.0
4,23,29,1,1,1,0,1,0,0.0
4,23,29,2,1,3,1,0,3,1.0
4,23,29,1,2,9,0,9,0,0.0
4,23,29,1,1,2,2,0,0,0.0
4,23,29,1,1,1,1,0,0,0.0
4,23,29,1,3,7,0,3,2,0.0
4,23,29,2,3,4,1,0,0,0.0
4,23,29,2,4,27,38,0,0,13.0
4,23,29,2,3,8,0,3,1,1.0
4,23,29,1,2,3,0,3,0,0.0
4,23,29,2,4,17,3,5,0,0.0
4,23,29,1,1,1,0,0,1,0.0
4,23,29,1,2,2,0,1,1,0.0
4,23,29,1,1,1,0,2,0,1.0
4,23,29,1,1,1,0,0,0,0.0
4,23,29,1,1,5,3,0,0,0.0
4,23,29,2,4,10,0,0,8,0.0
4,23,29,2,2,6,0,4,0,1.0
4,23,29,1,1,1,0,0,0,1.0
4,23,29,1,1,2,0,2,0,0.0
4,23,34,2,2,4,0,4,0,0.0
4,23,9,2,2,9,1,5,3,0.0
4,23,29,2,3,5,1,2,1,1.0
4,23,29,2,2,7,0,0,6,0.0
4,23,29,2,2,8,4,0,0,0.0
4,23,29,1,1,2,0,2,0,0.0
4,23,29,2,4,21,0,0,1,1.0
4,23,29,2,5,15,0,2,5,0.0
4,23,29,2,5,10,1,0,1,0.0
4,23,29,1,2,2,0,0,0,0.0
4,23,29,1,1,1,0,1,0,0.0
4,23,29,1,3,4,0,1,2,0.0
4,23,29,2,2,3,2,1,0,0.0
4,23,29,1,2,5,6,0,0,1.0
4,23,29,2,1,5,0,2,3,0.0
4,23,29,2,4,27,7,4,7,0.0
4,23,29,2,1,5,1,0,0,1.0
4,23,29,2,2,8,0,4,3,0.0
4,23,29,2,2,2,1,0,1,0.0
4,23,29,2,3,5,0,0,5,0.0
4,23,29,2,2,4,0,1,2,0.0
4,23,29,2,4,7,3,0,4,0.0
4,23,29,1,1,1,0,0,0,0.0
4,23,29,2,3,5,2,0,0,0.0
4,23,29,2,3,41,45,4,9,16.0
4,23,29,2,1,3,3,0,0,0.0
4,23,29,1,1,1,1,0,0,0.0
4,23,29,1,1,3,0,0,3,0.0
4,23,29,1,1,2,1,0,1,0.0
4,23,29,2,3,22,12,7,4,1.0
4,23,29,1,1,2,0,3,0,1.0
4,23,29,2,1,6,1,2,3,0.0
4,23,29,2,2,2,0,0,3,1.0
4,23,29,1,1,1,0,1,0,0.0
4,23,29,1,2,3,0,5,0,1.0
4,23,29,1,2,2,0,0,2,0.0
4,23,29,2,2,11,2,5,0,0.0
4,23,29,1,1,1,0,0,0,0.0
4,23,29,2,4,29,0,13,6,0.0
4,23,29,2,3,8,1,0,7,1.0
4,23,29,2,3,8,5,0,3,0.0
4,23,29,2,3,8,16,0,0,5.0
4,23,29,1,1,1,0,0,2,1.0
4,23,29,2,2,14,3,3,2,1.0
4,23,29,1,1,2,0,2,0,0.0
4,23,29,2,1,7,1,4,1,0.0
4,23,29,2,1,2,1,1,0,0.0
4,23,29,2,2,7,0,2,3,1.0
4,23,29,1,1,2,2,0,0,0.0
4,23,29,1,2,6,0,6,0,0.0
4,23,29,2,1,3,0,0,2,0.0
4,23,29,1,1,1,1,0,0,0.0
4,23,29,1,1,1,0,1,0,0.0
4,23,29,1,1,2,0,0,0,0.0
4,23,29,2,1,3,3,0,0,0.0
4,23,29,1,2,8,0,10,0,2.0
4,23,29,2,2,2,0,1,0,0.0
4,23,29,2,2,12,4,6,0,2.0
4,23,29,2,2,9,0,9,0,0.0
4,23,29,2,1,2,0,0,0,0.0
4,23,29,2,2,9,7,2,0,0.0
4,23,29,2,3,9,0,3,8,2.0
4,23,29,2,1,3,0,0,0,0.0
4,23,29,2,4,15,0,5,2,1.0
4,23,29,1,2,2,0,0,0,1.0
4,23,29,1,1,1,0,0,0,0.0
4,23,29,2,1,3,1,0,1,0.0
4,23,29,1,2,2,0,0,1,0.0
4,23,9,1,1,1,1,0,0,0.0
4,23,29,1,3,4,4,0,0,1.0
4,23,29,2,3,3,2,0,0,0.0
4,23,29,2,1,10,0,6,4,0.0
4,23,29,1,2,3,0,0,3,0.0
4,23,29,2,2,2,0,0,2,0.0
4,23,29,2,3,5,0,2,1,1.0
4,23,46,1,1,3,3,0,2,1.0
4,23,29,2,2,4,0,2,0,0.0
4,23,29,1,2,5,4,0,1,0.0
4,23,29,2,2,3,1,1,0,0.0
4,23,29,2,2,9,4,0,9,3.0
4,23,29,1,1,1,0,0,0,0.0
4,23,29,2,3,6,0,0,3,0.0
4,23,29,1,1,1,0,1,0,0.0
4,23,29,2,2,3,0,2,1,1.0
4,23,29,2,1,4,4,0,0,0.0
4,23,9,1,1,1,0,0,2,1.0
4,23,29,2,1,27,12,7,8,0.0
4,23,29,2,3,6,2,0,4,2.0
4,23,46,1,1,1,0,1,0,0.0
4,23,46,1,1,1,0,0,1,0.0
4,23,46,1,1,1,0,1,0,0.0
4,23,46,1,1,1,0,1,0,0.0
4,23,29,1,1,4,4,0,0,0.0
4,23,29,2,1,2,2,0,0,0.0
4,23,29,2,4,42,9,12,4,1.0
4,23,29,2,3,14,1,11,1,1.0
4,23,29,2,4,15,6,0,9,0.0
4,23,29,2,2,4,1,2,1,0.0
4,23,29,1,1,2,0,0,2,0.0
4,23,29,2,2,3,0,3,0,0.0
4,23,29,2,4,23,0,1,13,3.0
4,23,29,1,2,2,0,2,0,0.0
4,23,29,2,3,8,1,0,5,1.0
4,23,29,2,2,5,1,1,3,0.0
4,23,29,2,1,3,0,3,0,0.0
4,23,29,2,2,5,0,0,0,0.0
4,23,44,2,3,3,0,1,2,0.0
4,23,9,2,3,12,6,1,6,1.0
4,23,29,1,1,1,0,0,1,0.0
4,23,29,1,2,3,0,2,0,0.0
4,23,9,1,1,1,0,1,0,0.0
4,23,29,2,2,2,2,0,1,1.0
4,23,29,1,1,1,0,1,0,0.0
4,23,9,2,1,12,3,8,1,0.0
4,23,29,2,3,6,4,0,0,0.0
4,23,29,2,4,9,2,2,4,0.0
4,23,29,2,3,7,1,4,0,0.0
4,24,29,2,4,11,4,0,7,2.0
4,24,29,2,1,4,2,0,2,0.0
4,24,29,2,2,7,6,0,1,0.0
4,24,16,1,1,6,5,1,0,0.0
4,24,29,1,1,2,0,0,1,1.0
4,24,9,1,1,2,1,1,0,0.0
4,24,9,2,4,8,5,1,3,1.0
4,24,9,1,1,2,2,0,0,0.0
4,24,29,2,2,5,6,0,0,1.0
4,24,29,1,2,4,0,5,1,1.0
4,24,9,2,2,4,2,2,0,0.0
4,24,9,2,2,2,1,1,0,0.0
4,24,19,2,2,4,0,0,0,0.0
4,24,29,2,2,5,0,0,2,0.0
4,24,9,1,2,4,0,0,4,0.0
4,24,29,1,1,2,0,0,2,0.0
4,24,9,2,2,3,2,2,0,1.0
4,24,29,2,3,9,1,4,1,0.0
4,24,9,2,3,4,2,0,2,0.0
4,24,29,1,1,1,0,0,0,0.0
4,24,29,1,1,1,0,1,0,0.0
4,24,9,2,3,11,3,2,6,0.0
4,24,12,1,1,3,3,0,0,0.0
4,24,29,2,3,6,0,1,2,1.0
4,24,29,1,1,4,6,0,0,2.0
4,24,9,1,1,2,1,1,0,0.0
4,24,29,1,2,3,4,0,0,1.0
4,24,29,1,1,1,0,0,1,0.0
4,24,29,1,3,3,2,0,1,0.0
4,24,29,2,1,5,0,0,4,1.0
4,24,29,1,2,2,0,0,0,0.0
4,24,29,2,3,8,0,2,0,0.0
4,24,29,1,1,1,0,0,1,0.0
4,24,24,1,2,3,2,1,0,0.0
4,24,29,2,3,6,0,5,0,0.0
4,24,29,1,1,2,0,0,0,0.0
4,24,29,1,1,1,0,0,0,0.0
4,24,29,2,3,8,0,2,6,0.0
4,24,29,2,2,4,2,1,0,1.0
4,24,29,2,2,7,3,4,0,0.0
4,24,29,2,1,2,2,0,0,0.0
4,24,29,1,1,1,0,0,0,0.0
4,24,46,2,1,10,0,7,3,0.0
4,24,29,2,1,4,3,1,0,0.0
4,24,29,2,2,20,9,0,3,0.0
4,24,29,2,1,2,0,2,0,0.0
4,24,29,2,5,10,2,1,2,2.0
4,24,9,2,2,9,6,0,3,0.0
4,24,29,1,1,1,0,0,0,0.0
4,24,29,2,3,22,17,0,0,1.0
4,24,29,2,1,6,6,0,0,0.0
4,24,29,2,3,8,6,0,0,1.0
4,24,29,1,2,2,0,0,2,0.0
4,24,29,1,1,2,0,2,0,0.0
4,24,29,1,1,1,0,0,1,0.0
4,24,29,1,1,2,0,2,0,0.0
4,24,29,2,5,13,0,0,0,1.0
4,24,29,1,1,1,1,0,0,0.0
4,24,29,1,2,3,3,0,0,0.0
4,24,29,1,1,1,0,0,0,0.0
4,24,29,1,1,1,0,0,0,0.0
4,24,29,1,2,2,0,0,0,1.0
4,24,29,2,4,13,0,4,9,0.0
4,24,29,1,1,1,0,1,0,0.0
4,24,29,2,2,10,3,7,0,1.0
4,24,29,2,1,2,0,0,0,0.0
4,24,29,1,2,3,0,0,3,0.0
4,24,29,2,3,4,1,0,1,0.0
4,24,29,1,1,1,0,0,0,0.0
4,24,29,1,2,5,0,5,0,0.0
4,24,29,1,2,2,0,1,0,0.0
4,24,29,2,4,13,7,1,2,1.0
4,24,29,2,2,7,6,1,1,1.0
4,24,29,1,1,1,0,0,1,0.0
4,24,29,2,4,7,3,1,3,0.0
4,24,29,2,3,12,4,2,5,0.0
4,24,29,2,1,2,3,0,0,1.0
4,24,9,1,2,3,0,2,2,1.0
4,24,29,2,4,16,9,0,0,0.0
4,24,29,2,4,12,0,6,1,1.0
4,24,29,2,3,5,0,0,2,0.0
4,24,29,1,3,4,3,0,1,0.0
4,24,29,2,1,6,5,3,0,2.0
4,24,29,1,2,3,0,3,0,0.0
4,24,29,2,3,16,1,12,3,0.0
4,24,29,2,4,14,6,9,1,3.0
4,24,29,1,2,3,0,4,0,1.0
4,24,29,1,1,1,1,0,0,0.0
4,24,29,2,1,3,0,2,0,0.0
4,24,29,2,3,11,2,6,1,2.0
4,24,29,1,1,6,7,0,0,1.0
4,24,29,2,2,6,5,0,1,0.0
4,24,29,1,3,7,0,0,7,0.0
4,24,29,2,1,3,3,0,1,1.0
4,24,29,2,2,8,1,0,6,0.0
4,24,29,2,1,6,0,5,0,0.0
4,24,29,1,1,1,0,1,0,0.0
4,24,29,2,2,4,0,2,2,0.0
4,24,29,2,3,26,1,21,6,6.0
4,24,29,1,1,1,0,0,0,0.0
4,24,29,1,1,1,0,0,0,0.0
4,24,29,2,3,5,0,0,1,0.0
4,24,29,1,1,1,0,0,1,0.0
4,24,29,2,1,8,1,0,7,0.0
4,24,29,1,1,1,0,0,1,0.0
4,24,29,2,1,7,3,5,0,1.0
4,24,29,2,3,4,0,2,2,0.0
4,24,29,1,1,1,0,0,0,0.0
4,24,29,1,1,3,0,1,2,0.0
4,24,29,2,2,2,0,2,0,0.0
4,24,29,2,2,3,0,4,0,1.0
4,24,29,2,1,4,1,1,0,0.0
4,24,29,2,1,3,1,0,1,0.0
4,24,29,2,1,18,8,6,0,0.0
4,24,29,1,1,2,0,2,0,0.0
4,24,29,2,2,3,3,0,0,0.0
4,24,29,2,3,6,1,1,1,0.0
4,24,29,1,1,6,3,0,3,0.0
4,24,29,2,1,2,2,0,0,0.0
4,24,9,2,2,3,0,0,3,0.0
4,24,29,2,1,4,0,4,0,0.0
4,24,29,2,1,3,1,2,0,0.0
4,24,29,1,2,5,0,5,0,0.0
4,24,29,2,5,11,0,0,0,2.0
4,24,29,2,3,11,4,4,2,0.0
4,24,29,2,2,2,0,0,2,0.0
4,24,29,1,1,1,1,0,0,0.0
4,24,29,1,4,5,0,0,1,0.0
4,24,29,1,4,7,2,1,0,0.0
4,24,29,2,5,14,4,0,5,0.0
4,24,29,2,4,6,0,0,3,0.0
4,24,29,2,1,3,0,2,1,0.0
4,24,29,1,1,4,4,0,0,0.0
4,24,29,2,2,3,0,1,1,0.0
4,24,46,1,1,1,2,0,0,1.0
4,24,29,1,1,2,0,1,1,0.0
4,24,29,2,1,10,0,1,6,0.0
4,24,29,1,1,1,1,0,0,0.0
4,24,29,2,2,11,7,3,6,2.0
4,24,29,1,1,2,2,0,0,0.0
4,24,29,1,1,1,1,0,0,0.0
4,24,29,2,2,9,4,2,0,0.0
4,24,46,1,1,1,1,0,0,0.0
4,24,46,1,1,1,0,1,0,0.0
4,24,46,1,1,1,1,0,0,0.0
4,24,46,1,1,1,1,0,0,0.0
4,24,46,1,1,1,0,0,1,0.0
4,24,29,1,1,1,0,0,1,0.0
4,24,29,2,4,21,2,3,6,7.0
4,24,29,2,4,8,3,0,0,0.0
4,24,29,2,4,14,12,0,0,1.0
4,24,29,1,1,1,1,0,0,0.0
4,24,29,1,1,3,1,0,2,0.0
4,24,29,2,2,3,2,1,0,0.0
4,24,29,1,1,1,1,0,0,0.0
4,24,29,2,1,8,2,3,2,0.0
4,24,44,2,1,4,4,0,0,0.0
4,24,16,1,2,3,1,3,0,1.0
4,24,29,2,4,10,0,3,1,0.0
4,24,9,2,2,4,0,4,0,0.0
4,24,9,1,2,3,0,3,0,0.0
4,24,9,1,2,9,4,2,6,3.0
4,24,9,1,2,2,3,0,0,1.0
4,24,46,2,1,2,0,2,0,0.0
4,24,29,1,1,1,1,0,0,0.0
4,24,29,2,2,7,0,8,0,1.0
4,24,29,2,1,7,0,3,0,0.0
4,24,29,1,1,1,0,1,0,0.0
4,24,29,2,2,4,4,0,0,0.0
4,24,9,2,3,10,5,0,6,1.0
4,24,29,1,1,1,1,0,0,0.0
4,24,29,1,2,4,5,0,0,1.0
4,24,29,2,3,19,0,9,8,0.0
4,24,29,2,1,5,0,1,1,0.0
4,25,9,2,2,3,3,1,0,1.0
4,25,29,2,4,12,0,4,1,0.0
4,25,21,1,1,2,2,0,0,0.0
4,25,29,1,1,1,0,0,1,0.0
4,25,24,1,1,1,0,1,0,0.0
4,25,29,1,1,4,4,0,0,0.0
4,25,29,1,1,2,2,0,0,0.0
4,25,9,1,1,1,0,0,2,1.0
4,25,9,1,1,2,0,0,2,0.0
4,25,9,2,2,16,9,2,6,1.0
4,25,24,1,1,1,1,0,0,0.0
4,25,29,2,4,29,0,0,0,2.0
4,25,29,2,1,2,0,2,0,0.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,2,1,2,2,0,0,0.0
4,25,9,1,1,1,1,0,0,0.0
4,25,9,1,1,2,1,1,0,0.0
4,25,9,1,2,9,12,1,1,4.0
4,25,29,2,1,2,0,2,0,0.0
4,25,9,1,1,3,2,1,0,0.0
4,25,29,1,1,4,2,1,0,0.0
4,25,29,2,2,2,1,0,1,0.0
4,25,29,2,2,6,7,0,0,1.0
4,25,29,2,1,9,2,0,5,0.0
4,25,24,1,1,3,1,1,0,0.0
4,25,24,1,2,2,2,0,0,0.0
4,25,24,1,3,7,4,3,1,1.0
4,25,24,2,3,4,1,0,0,0.0
4,25,9,2,2,4,3,1,0,0.0
4,25,29,1,1,1,0,0,1,0.0
4,25,29,2,1,4,2,1,1,0.0
4,25,29,2,4,13,0,0,12,1.0
4,25,29,1,2,4,1,0,0,0.0
4,25,29,1,1,1,1,0,0,0.0
4,25,14,1,1,1,1,0,0,0.0
4,25,29,1,1,1,0,0,1,0.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,1,1,3,0,0,2,0.0
4,25,29,2,2,4,0,4,0,0.0
4,25,24,2,1,5,0,0,4,1.0
4,25,29,2,3,7,5,0,0,1.0
4,25,9,2,2,4,3,2,0,1.0
4,25,29,2,4,4,0,0,2,0.0
4,25,29,1,1,1,1,0,0,0.0
4,25,29,1,1,3,3,0,0,0.0
4,25,29,2,2,2,1,0,0,0.0
4,25,29,1,1,2,2,0,0,0.0
4,25,29,1,2,2,0,1,1,0.0
4,25,29,2,5,14,4,0,6,0.0
4,25,29,1,1,2,0,0,1,0.0
4,25,29,2,1,2,2,0,0,0.0
4,25,29,1,3,7,1,5,1,0.0
4,25,29,1,1,1,1,0,0,0.0
4,25,29,2,1,3,0,0,4,1.0
4,25,29,1,1,1,0,0,1,0.0
4,25,29,1,1,1,0,0,1,0.0
4,25,29,2,3,5,3,0,2,2.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,1,3,6,0,5,0,0.0
4,25,29,2,2,4,0,2,1,0.0
4,25,29,2,1,5,0,2,3,0.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,1,1,1,1,0,0,0.0
4,25,29,1,1,1,0,1,0,0.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,2,1,4,0,3,0,0.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,1,1,1,0,0,1,0.0
4,25,29,1,1,1,1,0,0,0.0
4,25,29,1,1,3,2,0,1,0.0
4,25,29,2,2,3,0,1,0,0.0
4,25,29,1,1,3,2,1,0,0.0
4,25,29,1,2,2,2,0,0,0.0
4,25,29,1,1,1,1,0,0,0.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,2,1,2,2,0,0,0.0
4,25,29,1,1,1,1,0,0,0.0
4,25,29,2,4,12,3,5,2,0.0
4,25,29,1,1,1,0,1,0,0.0
4,25,29,2,1,2,0,2,0,0.0
4,25,29,2,2,5,1,0,2,0.0
4,25,29,2,2,4,3,0,1,0.0
4,25,29,1,1,2,2,0,0,0.0
4,25,29,1,1,1,1,0,0,0.0
4,25,29,2,4,8,1,4,4,6.0
4,25,29,1,1,1,0,0,1,0.0
4,25,24,2,1,2,1,0,1,0.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,1,2,3,0,0,0,0.0
4,25,29,2,1,10,4,0,2,0.0
4,25,29,1,1,2,0,2,0,0.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,2,4,17,2,0,1,2.0
4,25,29,1,2,2,0,2,0,0.0
4,25,29,2,3,5,4,0,0,0.0
4,25,29,2,1,4,0,4,0,0.0
4,25,9,2,2,3,0,2,1,0.0
4,25,29,1,1,2,0,2,0,0.0
4,25,29,2,2,7,1,0,8,2.0
4,25,29,2,2,3,0,1,0,1.0
4,25,29,2,2,2,0,0,0,0.0
4,25,29,1,1,1,1,0,0,0.0
4,25,29,2,2,12,0,13,0,1.0
4,25,29,2,1,4,5,0,0,1.0
4,25,29,1,1,8,8,0,0,0.0
4,25,29,2,3,6,0,1,1,0.0
4,25,29,2,5,18,6,3,3,2.0
4,25,29,2,1,2,0,0,0,0.0
4,25,29,2,1,9,7,0,0,5.0
4,25,29,1,1,1,0,1,0,0.0
4,25,29,1,1,2,0,0,0,0.0
4,25,29,2,3,6,0,0,3,1.0
4,25,29,1,1,1,0,1,0,0.0
4,25,46,1,1,1,1,0,0,0.0
4,25,29,2,2,6,0,6,0,0.0
4,25,44,1,1,2,0,1,1,0.0
4,25,9,2,1,4,4,1,0,1.0
4,25,29,1,2,2,2,0,0,0.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,2,2,6,0,5,0,1.0
4,25,29,1,1,1,1,0,0,0.0
4,25,29,1,2,3,0,2,1,0.0
4,25,44,2,2,12,11,2,4,5.0
4,25,29,2,1,4,4,0,0,0.0
4,25,29,1,2,2,0,0,2,0.0
4,25,9,1,2,3,1,2,0,0.0
4,25,29,1,1,1,0,1,0,0.0
4,25,22,2,2,7,6,0,0,0.0
4,25,29,2,2,2,1,1,0,0.0
4,25,29,1,1,1,0,0,0,1.0
4,25,29,2,5,15,1,0,2,1.0
4,25,29,1,1,2,0,2,0,0.0
4,25,29,2,3,8,3,0,3,0.0
4,25,29,2,4,9,6,2,0,1.0
4,25,29,2,5,20,2,1,5,0.0
4,25,29,2,2,6,0,7,0,1.0
4,25,29,1,1,2,2,0,0,0.0
4,25,29,1,1,2,1,1,0,0.0
4,25,29,2,1,5,4,0,0,0.0
4,25,29,1,2,3,0,3,0,0.0
4,25,29,2,2,5,0,3,2,0.0
4,25,29,1,1,1,0,0,0,0.0
4,25,29,2,2,11,7,0,6,2.0
4,25,29,2,4,8,3,2,1,1.0
4,25,29,1,1,5,0,2,0,0.0
4,25,29,1,1,1,0,0,0,1.0
4,25,29,2,2,2,0,0,0,0.0
4,25,29,2,1,2,2,0,0,1.0
4,25,29,1,1,1,0,1,0,0.0
4,25,29,1,1,1,0,0,1,0.0
4,25,29,2,5,30,19,2,3,5.0
4,25,9,2,2,5,3,1,1,0.0
4,25,9,1,1,1,0,0,1,0.0
4,25,29,1,1,2,0,0,2,0.0
4,25,29,2,5,14,3,3,6,2.0
4,25,29,1,1,2,0,3,0,1.0
4,25,29,1,1,2,1,0,0,0.0
4,25,9,1,1,1,1,0,0,0.0
4,25,29,2,4,16,7,5,5,1.0
4,25,9,1,1,2,1,0,1,0.0
4,25,46,1,1,1,0,1,0,0.0
4,25,46,1,1,1,1,0,0,0.0
4,25,46,1,1,1,0,0,1,0.0
4,25,9,2,1,2,2,1,0,1.0
4,25,29,2,1,2,2,0,0,0.0
4,25,9,1,1,4,3,0,1,0.0
4,25,29,1,1,10,2,2,2,2.0
4,25,29,1,1,1,0,1,0,0.0
4,25,29,2,3,14,9,4,0,0.0
4,25,29,2,3,5,4,1,0,0.0
4,25,29,2,4,12,5,0,5,0.0
4,25,44,2,3,3,0,1,2,0.0
4,25,29,2,3,7,2,1,3,1.0
4,25,9,2,1,4,3,1,0,0.0
4,25,9,1,1,2,0,2,0,0.0
